,name,story,genre
354,355. Go for Broke,An Irish hit man working for a Cuban crime boss and the IRA tries to leave his life of crime with the help of a savvy hooker.,Action
355,356. Witch Hunter,"Attacked by vicious thugs, left severely wounded and hospitalized, a serial killer known as The Omicron Killer vows vengeance as he embarks on a new reign of terror.",Action
356,357. The Waiter,A man with a troubled past decides to turn his life around after a heroic act by training for a mixed martial arts tournament.,Action
357,358. The Mick and the Trick,A bodyguard who has to look after and protect a high-profile woman who comes to Chennai from London.,Action
358,359. The Omicron Killer,"A group of world leaders awakens a creature beneath the ocean floor, and mankind's only hope rests on an alliance between the giant ape and his mechanical arch-nemesis.",Action
359,360. American Underdog,"Trouble in his village forces Manuel to begin working on a fishing boat. But when tragedy divides the crew, violence erupts on the high seas.",Action
360,361. Joshua: Imai Pol Kaka,"One night, two parents, out of options, infiltrate a top level drug dealer/pimp's apartment complex to rescue their teenage daughter.",Action
361,362. Ape X Mecha Ape: New World Order,"After serving a prison sentence, a father searches for his missing daughter who was entangled with a gang that planned to sell her, leading him to confront his old friend, the gang's leader, and take violent actions to rescue her.",Action
362,363. Kondal,A US agent goes undercover at a martial arts training camp which is suspected of being a cover for chemical weapons.,Action
363,364. Black Heat,Based on the popular Chinese graphic novel The Outcast.,Action
364,365. Sous écrous,"Set in Norway's northern reaches, the story centers on Elvira, a Sami teen. Convinced her mother conceived at a Danish clinic, her life shifts when her true father emerges, forever altering her world.",Action
365,366. South Side Hero,"Utopia was a tower of hope, but it was a tower of despair created by human desires. In Utopia, they were researching the only way to save this world: a vaccine against the monster called Golem. One girl with special antibodies was used as research material. Her name is Mirai, the daughter of Hibiki Mamiya. Hibiki decides to rescue Mirai together with five men who have gathered in Utopia. The men are trying to rescue their loved ones, to save their family and friends, and to steal food and money to survive. Although each of them has their own non-negotiables and some rebellion, they gradually come to resonate with Hibiki's beliefs and decide to fight together.",Action
366,367. Art of Eight Limbs,"Knife catcher Pei Xing originally exchanged his life for money as bounty hunter, but after witnessing the killing of people who stood up for justice, he gradually awakened and decided to fight back.",Action
367,368. The Traveller,"The Malaysian security forces in quelling the militant group of the Sulu Sultanate aka ""Operation Daulat"" in Lahad Datu, Sabah.",Action
368,369. My Fathers' Daughter,"After being possessed by the ghost of vengeful hit man Kudo, college student Fumika Matsuoka agrees to help him finish his quest for vengeance from beyond the grave.",Action
369,370. Love You as the World Ends Final,A gang of outlaws defend their hideout until they discover a shocking secret about who they are and what they're up against. Now it's a race against time as they look for a way to escape certain doom at the hands of the Clone Cops.,Action
370,371. Blade of Fury,"It is a action-packed drama that explores the themes of power struggles, prestige, and social activism. The setting of the famous Parvathi Bar in Royapuram, which was shut down for 20 years due to gang wars.",Action
371,372. Conquer: Lahad Datu,"When a dedicated rescue worker inadvertently gets caught up in the kidnapping plot of a mogul's tween daughter, he must save her from the clutches of rival gangs hunting them down with unpredictable dangers around every corner.",Action
372,373. Ghost Killer,"""PETTA RAP"" tells the love journey of BALA (a middle class man whose ambition is to become the best action hero of Tamil movies.) and JANAKI (a local girl, who becomes a Pop Singer.)",Action
373,374. Clone Cops,"Journey that delves deep into the complexities of friends. Set against the backdrop of a vibrant college festival, the movie explores the intricate dynamics between two friends whose paths diverge and ignite a fierce competition.",Action
374,375. Saala,It follows ex-Marine Chris Montano after his wife goes missing during a business trip. He then finds himself in a race against time to save her.,Action
375,376. Bangkok Breaking: Heaven and Hell,"Real-estate mogul Christopher Gates becomes homeless after losing his family, only to discover the sinister connection to their deaths.",Action
376,377. Petta Rap,"In 1874 Texas, two friends and an Indian scout rescue kidnapped women from sadistic traffickers near the Mexican border.",Action
377,378. Dange,"Before the events of the original FNaF Musical, several stories come together to uncover Fazbear Entertainment's web of lies.",Action
378,379. 6 Hours Away,"Two Americans end up in Dakar, Senegal with bombs strapped to their chests and ten hours to find out why.",Action
379,380. Mister Gates,"An invincible theft group led by Chang Bojun, who secretly carried out a 1 billion yuan theft case on New Year's Eve. Unexpectedly, they encountered a gang robbing gang, and Chang's ex-girlfriend was accidentally involved in the case.",Action
380,381. Taken from Rio Bravo,"At an engineering college, feuds between rival groups intensify, leading to student activities mirroring the brutality of gang warfare.",Action
381,382. First Nights at Freddy's,"Set during 1971 Indo-Pak war's aftermath, communal riots in Punjab. A man fights for rights, family's survival amid division, violence. An ordinary man fights to protect his family's rights and survive amidst deep divisions and violence.",Action
382,383. Zero,"Sheriff and Nazri, police officers from different departments, team up to take down Tony, a ruthless drug kingpin running a methamphetamine syndicate responsible for numerous deaths, known as the Meth Killer.",Action
383,384. Breaking and Re-entering,A beautiful seductress lures unsuspecting victims to a ravenous Vampire while a newly converted Vampiress becomes entangled with a Vigilante killer.,Action
384,385. Yuva,"Bonnie, a high school teenager who has a dark past. However, with her martial arts knowledge, she was able to survive to protect herself and even her people. Without mercy, Bonnie will defend herself if a woman is bullied or oppressed.",Action
385,386. Bandaa Singh Chaudhary,"Delves into pre-1947 Punjab, highlighting Punjabi's sacrifices for freedom from colonial rule and liberation of gurdwaras. Portrays resilience through peaceful protests.",Action
386,387. Bhairadevi,"Romance between a boy and girl from contrasting backgrounds. Their love faces societal obstacles and personal battles, intertwining humor and action sequences, as they navigate an emotionally gripping path.",Action
387,388. Sheriff,"A Juan, an unknown person who came to Shanghai to work, agreed to participate in the ""Shanghai Fight Night"" martial arts competition on behalf of the declining Chuanwu Boxing Gym in order to make money to treat his father's illness.",Action
388,389. The Vampire and the Vigilante,"A group of teenagers camping in a remote town encounter a deranged killer known as The Chainsaw Man, who wears a human flesh mask and wields a blood-soaked chainsaw.",Action
389,390. Bonnie,"In the gold bust town of Red Ridge, a haunted Sheriff and his Deputy wrestle with outlaws causing chaos amid the town's decline.",Action
390,391. Panjab Files,"After a fire destroys her laundromat, a single mother is tricked by a voice phishing scheme. She decides to investigate the criminals behind it.",Action
391,392. Pranaya Godari,"Man loses job, faces financial ruin. Desperate, he enters illegal arms trade, eventually becoming South India's most notorious arms lord as his involvement deepens.",Action
392,393. Xiong Shi Shao Nian 2,"Brothers Uday and Salman join fisheries mafia under ex-MLA Arjan Parmar. They target Imtiaz Memon, tied to Uday's sister's demise. Power struggle, betrayal, and politics strain their bond as revenge and fisheries mafia intersect.",Action
393,394. Saint Young Men: Holy Men vs Demon Army,Beautiful models travel to a tropical island for a bikini photo shoot with a priceless necklace. But a killer is loose on this remote island and the only way out is through shark-infested waters.,Action
394,395. The Last Chainsaw Massacre,Detectives investigate bizarre murders connected to the Yakuza mob and a covert ninja assassin.,Action
395,396. Ghosts of Red Ridge,"When the universe's greatest villain returns in a terrifying new form, old adversaries, the Reds and Blues of Blood Gulch, will have to set aside their differences to save the galaxy one last time.",Action
396,397. Citizen of a Kind,"Mirza is a Gangster, born just to break the rules, being investigated by the local police, CBI. The action-packed movie will have plenty of surprises. Ankush Hazra Fast Products Film.",Action
397,398. Harom Hara,"Bakin Takizawa, a popular Edo period author, begins to recount a story he is planning in front of his friend, the artist Hokusai Katsushika. The story is about eight warriors who, each carrying a jewel, gather together as if guided by fate and embark on a harsh journey to fight the curse of the Satomi family. Hokusai is drawn to Bakin's story and visits Bakin on various occasions to hear the rest of the story, and a strange relationship between the two begins. However, as the story finally approaches its climax, Bakin begins to lose his sight. With the completion of the story in question, he receives an unexpected proposal from his daughter-in-law. Will the story ever be completed?",Action
398,399. Samandar,"An itinerant showman, who amuses people and earns money by impersonating demons, undergoes a psychological transformation after having a miraculous dream.",Action
399,400. Shark Island,"A man who has enough wealth and possessions, that changes abruptly due to his karma.",Action
400,401. Yakuza Girl,"A son's quest for vengeance against a tyrannical village chief who murdered his parents. The chief rules through fear, oppressing villagers with his gang, forbidding escape. The son must confront the chief's ruthless reign to seek justice.",Action
401,402. Red vs. Blue: Restoration,"Haunted by her father's disappearance 30 years ago, Stella, returns to her hometown to care for her ill mother. One night, her dad contacts her via an old radio. Stella must time-travel to bring him back by activating the Taklee Genesis.",Action
402,403. Mirza: Part 1 - Joker,"A year has passed since the defeat of the Plague Doctor, and Igor Grom has become a hero for the whole city. But now he is waiting for a fight with a new supervillain.",Action
403,404. Hakkenden,"Journey of Malaikottai Vaaliban, an undisputed warrior, transcends time and geographies, triumphing over every opponent he encounters.",Action
404,405. Bohurupi,"A large villa belonging to a collector that is about to be restored into a museum traps project workers who are carrying out a survey. A curse is released, killing the humans inside one by one.",Action
405,406. Rajakili,"After helping a vampire, Reki becomes one of them. To become human again, she must recover the vampire's limbs captured by hunters.",Action
406,407. Tariq,"Stuck between European drug cartels Alan Barnas, an ex-veteran, decides to take matters into his own hands when the police fail to solve a murder.",Action
407,408. 12 Gaun,A squad of American paratroopers are dropped behind enemy lines in Nazi occupied France to prepare a signal beacon to guide Allied forces in preparation for D-Day.,Action
408,409. The Grey Men,"A reckless townsman tries to mend his thug ways ends up resurrecting himself and proves to be worthy of the world, in the eyes of the same people who chased him away.",Action
409,410. Taklee Genesis x Worlds Collide,The story focuses on an American agent sent to a dangerous undercover mission in Thailand to dismantle a sadistic crime lord.,Action
410,411. Major Grom: The Game,"When Sundarlal finds out about an IT Raid on his properties, he hides 100 Crores in his bungalow. But when he can't find the money and dies in shock. Where did the money go? Was is stolen?",Action
411,412. Malaikottai Vaaliban,"After genetic experimentation during the Holocaust gave her great-grandmother great strength that was passed down through generations, Hope Silverstein embraced her powers and destiny as she fights to keep her loved ones and her city safe.",Action
412,413. Pusaka,"In the heart of Alexandria, where Bakr Al-Iskandarani goes through many conflicts with his father, his cousin, and his lover. He travel abroad in search of a new life. when he returns after realizing himself, the conflicts return again.",Action
413,414. Kizumonogatari: Koyomi Vamp,Reckless youth Sulfi and rebel father Hyder Ali live in Nilambur when incidents endanger their lives.,Action
414,415. Out for Vengeance,"A local club promoter in Rochester, New York defies the orders of his boss and attempts to open up his own club.",Action
415,416. 24 Hours to D-Day,"Capitán Avispa, hero of Wasptropolis and the Honey Kingdom, puts to test his nobility, justice and innocence against the evil wasp Jacques Poison and his henchmen.",Action
416,417. Babu,A hero with a genuine background involved with the political murders. What is the reason behind this that's the Story.,Action
417,418. Lal Salaam,A morally-corrupt man seeks to rise within the gritty world of politics and power - but his ambition could ultimately cost him his life.,Action
418,419. Bangkok Dog,A man with a troubled history must shield a young girl from relentless enemies determined to end her life.,Action
419,420. 100 Crores,"In Istanbul, the creator of a powerful aphrodisiac and several people mysteriously disappear. The police question Kasim, who mentions an alien named Agulu from the planet Nibiru. Agulu is smuggling Earth's aphrodisiac resources to Nibiru. When Hamdi and his crew reveal this secret, they are eliminated by the Anunnaki.",Action
420,421. Operation Hope,"Madan, an archaeologist, uncovers a connection between a series of mysterious events and a myth about a shape-shifting serpent.",Action
421,422. The Alexandrian,"In a power struggle, the Prince of Qi executes the Crown Prince's heir. Charcoal seller Tian Anye gets entangled, revealing his past and truth about Liang City's deceased residents amid chaos of foes and allies.",Action
422,423. Kadakan,"Pargat, son of Gurdit Singh, seeks justice against Tundilaat, who killed his father and stole their land. With the help of Rani and her aunt Balviro, Pargat dismantles Tundilaat's empire, ultimately restoring his family's honor.",Action
423,424. Young Lion of the West,"Ex-spy Guy Manley is assigned one last mission by his former boss Buck Cash. The mission is to kill Buck's brother Rich Cash to prevent him from being elected as the new mayor, and thereby becoming the most powerful person in the world.",Action
424,425. Captain Avispa,"A prolific murderer begins taking lives. To discover out, a female investigator and her crew start an inquiry. At last, the murderer-who nobody was suspecting-is apprehended. His reasons for killing were personal revenge.",Action
425,426. Hitler,"Armand accidentally kills a peeping tom, Rizz. Two ambulance workers arrive to collect Rizz's corpse for gold from a Bomoh. Roxana makes a deal with evil djin Pak Walok to resurrect Rizz as a murdering puppet called Sumbaleweng.",Action
426,427. Gangs of Godavari,"One family, namely Rahayu and her two children, Anissa and Aan, moved to a village that is said to have a dark history. One day, Aan disappeared without a trace because he was kidnapped by a spirit.",Action
427,428. Raanti,"Marina lives with her disabled mother and her hit man father. When he dies at work, she must take charge of the family business and take care of her mother. Marked to die, Marina must navigate the world of assassins to survive.",Action
428,429. Hrashwo Deergha,"In a dystopian future where criminals take over, detective Jimmy Cloud gets a deadly case around a kidnapping carried out by a brutal crime syndicate.",Action
429,430. Anunnakiler,A former international secret agent must put together his old team for a desperate new mission when his niece is kidnapped.,Action
430,431. Naag Bhoomi,"When meteor storms bring a new life form to earth, global authorities implement emergency controls as they move in secret to eliminate the predators. A group of friends risk everything to survive as they come face to face with the monster.",Action
431,432. The Wild Blade of Strangers,"After 3 years from hunting down androids, SEVEN is back and so is his past. In this psychological action thriller; he must once again conquer his inner demons and trust a few old friends.",Action
432,433. Türkler Çildirmis Olmali 2: Mavi Vatan,"Two detectives struggling with their own needs, succumb to temptation when handling a large amount of cash",Action
433,434. Sector 17,"Five siblings who have abandoned their thieving days are forced out of retirement to carry out their biggest heist yet, at the cost of everything they hold dear.",Action
434,435. Guy Manley: Super Spy,"A Latino American veteran who seeks work as a day laborer in order to keep his family afloat. A regular day turns into a deadly game of survival when he is mistakenly dropped off at a private ranch in El Paso, Texas to be hunted for sport.",Action
435,436. DNA,A woman travels through dimensions to find a distant man.,Action
436,437. Roxana,"When terrorists target a young girl who witnessed an assassination, a heroic taxi driver comes to the rescue.",Action
437,438. Marni: The Story of Wewe Gombel,"A weary small-time hoodlum desperately attempts to quell the escalating conflict between two of his childhood friends - one a struggling martial artist whose school fails after taking out a loan, and the other a vicious loan shark intent on collecting the debt.",Action
438,439. Kill Craft,"Five martial artists compete in a deadly trial for a massive reward, facing challenges and foes. They uncover sinister forces manipulating the event and devise a plan to confront them, seeking justice amidst the chaos and darkness.",Action
439,440. Reloaded 2,There are two very good friends who become sworn enemies because of a girl. Will they become friends again?,Action
440,441. Checkmate,"In a future plagued by deadly diseases, a desperate father must confront the moral implications of an advanced chip technology that grants extra years of life at the cost of someone else's.",Action
441,442. Touchdown,"Notorious fighters are trapped in lethal martial arts games by a sadistic magnate. Armed only with their combat skills, they face brutal battles for survival in a deadly kill-or-be-killed showdown.",Action
442,443. Deadzone,Mysterious incidents at a historical temple bring a detective to a small town to investigate. He seeks the truth behind the strange happenings.,Action
443,444. Dirty Money,"Sisters search for Blackbeard's lost treasure, racing against ruthless rivals who'll stop at nothing, including murder, to claim the legendary pirate gold before them.",Action
444,445. The Experts,Two brothers embark on an adventure of a lifetime -a journey deep inside the WW2 tunnels of Gibraltar to find a lost treasure. Complications arise and what started off as an adventure will end up as a life or death situation to survive.,Action
445,446. Day Labor,"After losing their ancestral home to Arackal Madhavanunni, Shivaraman Nair seeks the help of his trusted lieutenant, Nedungadi, in order to kill Arackal and get their house back.",Action
446,447. Bolero,"In 2150, artificial intelligence mutated and replaced humans control of the earth, and launched an eradication operation against humans. The surviving humans fought a desperate battle with the artificial intelligence army.",Action
447,448. Viswam,"A priceless tablet of Gilgamesh, the oldest and most important work of literature is stolen from a Museum. A security guard vows to do whatever it takes to get it back from a group of smugglers. Along the way, he face his own inner demons.",Action
448,449. The Brokenhearted,"The unstoppable force Ruslaan, is coming to break free of the chains of conformity. With his gun and guitar, he's about to create a symphony of rebellion like no other.",Action
449,450. Death Game,A small town worker believes he's seeing visions from God in the form of a violent tornado.,Action
450,451. Speed 220,"The year is 2049. Android-Jason-Replicants are being used to hunt humans. To save ourselves we must use a time machine to travel back to 1984, and awaken the one person with the power to stop them all - the REAL JASON.",Action
451,452. Buying Time,"Driven by fears of astrological prophecy, Kamsaraja torments his sister's family, convinced her child will cause his downfall. When imprisoned, Krishna shields the family from Kamsaraja's sinister schemes.",Action
452,453. Kung Fu Games,"Champion fighter Claudio last bout is interrupted when criminal boss Alpha, seeking the prize money, takes Claudio's wife and daughter hostage. Learning Alpha killed his first wife, confronts the organization to avenge his loss.",Action
453,454. Bhimaa,"Son Goku and his friends must fight against Raditz, a space warrior who arrives planet Earth to conquer it and destroy human race.",Action
454,455. Gold Raiders,"American Crime-Drama about Cleveland's top criminal Organization THE BOSS KINGZ and their young but respected number 2 in command Keith ""Linx"" Lennox as they try maintain their new legit business model while dealing with all pressures ranging from law enforcement, to family and their enemies. Mexican gangsters , Cleveland mafia , Russian mafia , Organized crime in Akron , Youngstown , North Canton Ohio .",Action
455,456. In Tenebras: Into the Darkness,"When a priceless artifact is stolen, two agents team up to retrieve it from a wealthy criminal mastermind. With everything against them, they'll take the explosive action to the land, sea, and air.",Action
456,457. Valliettan,"Sofia is an ex-professional runner who ends up working as a mule for a drug cartel. When she and her best friend are ambushed by two corrupt cops who want to kill them and take the drugs, hell will break lose when they find out what they were carrying is not of this world. Now it's up to Doc, a cartel sicario and Sofia's lover, to save their lives.",Action
457,458. Mutant,"Two Tarahumara brothers, talented runners, take divergent paths: Homero pursues athletic greatness, while Capó gets entangled in organized crime, seeking a better life, as their fates drift apart due to contrasting choices.",Action
458,459. Where Is Gilgamesh?,"Elite soldier parents battle against time to rescue their abducted daughter from a ruthless child trafficking syndicate, delving into a perilous world of danger and deceit while confronting past traumas.",Action
459,460. Ruslaan,"After reporting criminal leader Wei Tianlang, Gu Dahe's disappearance and his sister's suspicious death triggers Lei Yang, the criminal investigation unit captain, to step in and uncover the truth.",Action
460,461. Texas Twister,"In a post-apocalyptic wasteland, two sisters leave their stronghold to save their wounded mother. Armed only with a muscle car and limited ammo, they race against ruthless raiders to secure lifesaving supplies from a distant outpost.",Action
461,462. Neon Fear,"Bheema, an orphan raised by Ramanna, crosses paths with Dragon Manju's drug racket endangering young lives. Corrupt ministers exploit underprivileged individuals for political ambitions.",Action
462,463. Devaki Nandana Vasudeva,Spring break becomes trouble in paradise for a group of best friends when one of their own goes missing and they are the prime suspects.,Action
463,464. Iron Fighter,A police officer from a Homicide Group is fired because of her problems with alcohol and drugs that she has had since her son died.,Action
464,465. Dragon Ball Z Kai,"When an underground marketplace of illegal activities is besieged by an army of bloodthirsty assassins, a ragtag group of criminals must band together to fight for survival.",Action
465,466. Hell City,"Sayen joins a clandestine resistance group with a plan involving Valerie, who will provide needed information in exchange for her freedom. The rescue operation pushes Sayen to extremes limits, leading to a final confrontation.",Action
466,467. Agents,"A girl is in a hospital room caring for her hopeless mother. When the girl is tired of her life, and tries to make her own decision, a silent old man who is taking care of another patient approaches her.",Action
467,468. From Within,Based on the real-life incidents of Naxals in Chattisgarh - The Bastar rebellion broke out in 1910 in present day Chattisgarh.,Action
468,469. Correr para Vivir,"When the monster Dopants, who use the power of the Gaia Memory, begin to operate in the windy city of Fuuto, the young Shotaro becomes an assistant to the detective Narumi Soukichi and spends his days chasing after him. Shotaro, who knows nothing about Soukichi, who secretly works as Kamen Rider Skull in addition to his detective work, becomes increasingly frustrated. One day, a new request comes into the Narumi Detective Agency, leading Shotaro and his team to a fateful night.",Action
469,470. Chasing Raine,"After a night of gun crime and violence, Casey Roberts realises her world is not as it seems with a shocking revelation. This is her final escape.",Action
470,471. Black Storm,"Article 21 of the Constitution of India unequivocally asserts that every individual is entitled to live with dignity and, correspondingly, to die with dignity.""",Action
471,472. Road Wars: Max Fury,A hired killer takes out the wrong OPP and now the entire Underworld wants her dead.,Action
472,473. Shu Si Yi Bo,"After witnessing his two closest cousins executed during a black market sale gone wrong, Jimmy Diaz, barely surviving the trap himself, dedicates his repeated chances at life to seeking vengeance.",Action
473,474. Bheema,"Yoo-Na (Park Ju-Hyun) is a popular YouTuber with over 700,000 subscribers. She enjoys her life, but, one night, she is kidnapped by an unidentified person. The kidnapper orders her to earn 650 million won through a one hour broadcast",Action
474,475. What Happens in Miami,An ex-car smuggler is given three hours to deliver a government official's daughter to her captor - or else his family will suffer the consequences.,Action
475,476. Polar,"Police Officer Suryaa Roy, is transferred to Raghunathpur from Kolkata, where local politician Rudrani Chowdhury runs many illegal businesses. When they come at loggerheads, can Suryaa save his family and the people of Raghunathpur?",Action
476,477. (Pri)sons,"Revolves around the life of a bar supplier Shankara, an unexpected murder in the bar changes the life of Shankara.",Action
477,478. Sayen: The Huntress,"Egyptian military confronts terrorist groups responsible for massacring 21 Egyptians in Libya, highlighting the nation's security forces' operations against extremist organizations based on factual events.",Action
478,479. Tiger's Trigger,"Boss Honcho faces betrayal from ex-lover Rain, his business partner who schemes to overthrow him. As she plots to seize control, their power struggle puts both their empire and lives at risk.",Action
479,480. Bastar: The Naxal Story,"A food delivery driver gets caught in a deadly chase in the icy Minnesota wilderness, pursued by a crazed snowplow driver for unknown reasons, facing life-threatening situations and forced to outsmart his relentless pursuer alone.",Action
480,481. Fuuto PI: Portrait of Kamen Rider Skull,"Many years ago, Zhou Ke broke into a gang den alone and rescued his brother Banuo, but was arrested and imprisoned. Fast forward a few years, Zhou Ke is released from prison and lives a carefree life as Li Fei. Where should Zhou Ke go?",Action
481,482. The Escapee 3: The Final Escape,"The Movie is about a very normal guy NANI's four year College life, his Love, fights with Senior students, Family turbulence he navigates through. How the Senior SARA, Junior ANU and the College life transform him and impact his family forms the story.",Action
482,483. Mercy Killing,"This series is a fictional, fantasy, action adventure. A fantastic epic journey across the steppe around 800 BC with detailed history that mixes truth and fantasy in a mesmerizing way. Before Ghengis Khan, 33 total tribes of the Steppe united and rose against those that desecrated and mined their land, their descendants who would come to conquer the known world.",Action
483,484. The Undeserving,"A constable aiming for a promotion unexpectedly encounters many problems. Facing the issues with humor and compassion, he works to overcome them.",Action
484,485. The Burden of Nine Lives,"Nadarasan, uninterested in politics, runs for panchayat leader to honor his father. As he delves into the murky world of election politics, he faces violence, rivalry, and betrayals.",Action
485,486. Drive,"A retired world champion fighter is lured to a secret location in an effort to rescue his abducted wife. He is now a part of their game. He is a part of the show. Fight, to live. Lose, you die. Once you check in, there is no way home.",Action
486,487. Tòkunbò,"A washed-up Filipino actor and struggling entertainer in Japan, Manuel Hidalgo comes across a high-profile serial killer at large with a bankrupt businessman Shigeru Yamaguchi.",Action
487,488. Sentimentaaal,"A death game named ""Five Poisons Death Match"" allows only one person to escape, and the winner will receive a mountain of gold. Swordman Lin, Yun, and his team fight through the stages of greed, anger, arrogance, suspicion, and Delusion, which are the complexity of human nature.",Action
488,489. Supplier Shankara,"Koneko has a 10 billion yen bounty on her head. Ibuki, her childhood friend turned bodyguard, must protect her incognito. Unexpectedly, all his classmates are assigned as her covert bodyguards.",Action
489,490. Aserb: The Squadron,"Commander Jin Shanya battles insect beasts and an elusive mastermind after the Earth Defense Alliance's 20-year war. The enemy lurks unseen, launching bizarre attacks.",Action
490,491. Too Little Too Late,"A wave of kaiju emerges from an industrial area in Tokyo, prompting Captain Gento and the Special Kaiju Reaction Detachment (SKaRD) to engage in the relentless battle. Yet despite their efforts, the endless kaiju attack continues. Suspecting a link to Necromass Co., an advanced chemical company that researches kaiju carcasses and owns factories in the industrial area where the monsters came from, SKaRD rushes to the company's CEO and renowned chemist, Dr. Mabuse. At Necromass Co.'s research facility, Dr. Mabuse explains the development of the damudoxin, a substance on the brink of achieving immortality. Meanwhile, Alien Damuno, who claims themselves as the ""ruler of the universe"" appears. Chaos ensues when damudoxin leaks from the destroyed tanks, consuming samples of kaiju carcasses and giving rise to the giant Gongilgan, the Demonic Carcass. Set in Tokyo, the capital of Japan, Ultraman Blazar and SKaRD clash in a showdown against the giant kaiju!.",Action
491,492. Delivery Run,"The Stellar corporation discovers a new source of power on an extraterrestrial planet and sends a soldier to recover a sample of that energy, on Earth Dr. Robert Clay, head of the investigation team, develops a suit based on that energy.",Action
492,493. Desperado,An aspiring author is forced to rely on her street smarts and martial arts skills to escape a deadly dinner party after discovering the host has vengeful motives.,Action
493,494. Average Student Nani,"Isolated in London, Ryan believes the criminal underworld is monitoring him. Seeking his brother James' help, they uncover a bigger conspiracy and are pursued by corrupt authorities when James is framed for a serious crime.",Action
494,495. Wolf Warriors,An Alien Force Came To Conquer - They Had No Idea This Bunch Was In Town.,Action
495,496. Thundu,"The veteran returns to his hometown to discover family secrets, that turn out to be more dangerous, than his military missions.",Action
496,497. Election,"MePhone's reality show competition finale with Suitcase and Knife contestants is jeopardized when his creator's past reemerges, endangering participants and threatening an unresolved ending.",Action
497,498. Hotel Underground,"Lisa, aka Kali, who has nothing left to lose when she finds out her husband has been executed in Rio to cover up a corruption scandal. A former Special Forces recruit, she heads to Brazil with fists, blood and explosives, to Know the truth",Action
498,499. Crosspoint,"An uneventful ride to campus becomes a nightmare as MAX, a diabetic, biology student, is entrapped in a diabolical wellness experiment. With her insulin supply dwindling, Max is forced into a deadly game of cat and mouse to save her life.",Action
499,500. Death Game,A scaffolding builder loses his job and starts as a temporary worker at the funfair. There he is seduced by a showman into making a career as a fairground boxer - and hopes to fulfill a long-awaited dream for his daughter.,Action
500,501. Honeko Akabane's Bodyguards,3 tales of sexy super heroines taking on evil.,Action
501,502. The Captives,"Two FBI agents defy orders while investigating a case. They team up with a translator to rescue her father and expose a global conspiracy. Along the way, they face humorous situations, unexpected twists, and life-threatening dangers.",Action
502,503. AK47,"An orphan rescued from trash becomes devoted to his elder brother, both growing to be star footballers - till the suspicious death of their mother threatens to tear them apart.",Action
503,504. Ultraman Blazar the Movie: Tokyo Kaiju Showdown,In a small country town a cowardly police constable must survive his first days of duty when a convicted felon in lock up tries to seek revenge.,Action
504,505. Dark Fusion,"The protagonist, with a past, has to cross paths with the underworld if he has to save his daughter from a health crisis and time is running out.",Action
505,506. RSVP,"A boy from a remote village overcomes wartime hardships and post-war devastation to establish the Group A anti-terrorist unit, later known as Alpha Group, tracing his journey from a fatherless childhood to founding an elite force.",Action
506,507. London Gangsters,"In the year 1538, the castle of Arlempdes, then owned by the Poitiers family (loyal to the King of France), was attacked by a new threat, at the dawn of the religious wars, the Huguenots. The latter, Protestants, wanted to overthrow the royal power in France and, supported by Italian mercenaries (the kingdom of France being in the middle of the Italian wars) seized the castle, then the first bastion of the Loire, and strategic property of the King of France. Then followed for three years a military campaign undertaken by Françoise de Brézé, daughter of Diane de Poitiers, to retake her mother's stronghold. The military campaign is a success but Françoise, with the help of her faithful knights, must face the threat of the terrible Huguenot leader, who constantly wants to seize the castle and pillage the Velay region. . The Duchess had not foreseen certain weaknesses of the castle, although deemed impregnable at first sight... She will have to face the loyalty of some, and the betrayal of others... while her most loyal men will have to face their conscience and the blackmail of the terrible Huguenot leader, calculating and manipulative... This film is our first feature film, imagined and developed since the beginning of 2022 and shot in October and November 2023 in Auvergne. It will last approximately 2 hours. This historical fiction feature film is currently in post-production and should be released in cinemas sometime in 2024. It is a film highlighting the small story in the big one, with the aim of introducing French regional heritage to the public.",Action
507,508. The Unbreakable Bunch,"A rookie detective's friend is brutally murdered by the Japanese mafia, she must revenge for her and bring justice to the world, as an assassin.",Action
508,509. Diabel,"Many years after retiring from the army, special forces soldier Lei Jun brought his family to the chaotic Philippines to make a living, but he accidentally lost his wife and daughter in a riot.",Action
509,510. Inanimate Insanity II: The Movie,"In Kerala, an investigating journalist disappears without notice. Media and public stunned. Investigation uncovers shocking, unexpected mysteries. Suspenseful plot follows the case's twists and revelations.",Action
510,511. Kali,"Slave Tyrol leads a quest to rescue Princess Meyra from evil wizard Akaris' fortress. Facing ancient creatures and tests, he must slay a dragon to save the princess and realm from darkness.",Action
511,512. Pins & Needles,"Rank, a retired hitman, becomes a taxi driver. Lucy, a casino worker, witnesses a murder, is targeted. She turns to Frank for help. He kills to protect her, despite being retired, as she has no one else.",Action
512,513. Rock 'n' Roll Ringo,"Reeza, a young man with a big heart, is on the verge of achieving his dreams. When he meets the beautiful Myra hiding in the trunk of his car, his life turns chaotic and is never the same again as she is on the run from mysterious persons.",Action
513,514. Super Vixens 8,"During a Ganesh Chaturthi celebration, small-time thief Ganesh attempts a major heist that goes awry, leading to a comical clash with Rudra and his boss Kishore Reddy, who are also searching for a valuable item amidst the festive chaos.",Action
514,515. Hain,The lives of two brothers from a humble background in a village get wrecked by evil-minded people from an affluent family. Can the protagonist overcome the complicated scenarios and lead a happy life with his loved ones?,Action
